AfterHoursChangeRealtime	AnnualizedGain	Ask	AskRealtime	AverageDailyVolume	Bid	BidRealtime	BookValue	Change	ChangeFromFiftydayMovingAverage	ChangeFromTwoHundreddayMovingAverage	ChangeFromYearHigh	ChangeFromYearLow	ChangePercentRealtime	ChangeRealtime	Change_PercentChange	ChangeinPercent	Commission	Currency	DaysHigh	DaysLow	DaysRange	DaysRangeRealtime	DaysValueChange	DaysValueChangeRealtime	DividendPayDate	DividendShare	DividendYield	EBITDA	EPSEstimateCurrentYear	EPSEstimateNextQuarter	EPSEstimateNextYear	EarningsShare	ErrorIndicationreturnedforsymbolchangedinvalid	ExDividendDate	FiftydayMovingAverage	HighLimit	HoldingsGain	HoldingsGainPercent	HoldingsGainPercentRealtime	HoldingsGainRealtime	HoldingsValue	HoldingsValueRealtime	LastTradeDate	LastTradePriceOnly	LastTradeRealtimeWithTime	LastTradeTime	LastTradeWithTime	LowLimit	MarketCapRealtime	MarketCapitalization	MoreInfo	Name	Notes	OneyrTargetPrice	Open	OrderBookRealtime	PEGRatio	PERatio	PERatioRealtime	PercebtChangeFromYearHigh	PercentChange	PercentChangeFromFiftydayMovingAverage	PercentChangeFromTwoHundreddayMovingAverage	PercentChangeFromYearLow	PreviousClose	PriceBook	PriceEPSEstimateCurrentYear	PriceEPSEstimateNextYear	PricePaid	PriceSales	SharesOwned	ShortRatio	StockExchange	Symbol	TickerTrend	TradeDate	TwoHundreddayMovingAverage	Volume	YearHigh	YearLow	YearRange	symbol
null	null	3.29	null	589749	3.26	null	1.56	0.01	0.06	0.56	-0.24	1.63	null	null	0.01 - 0.31%	0.31%	null	CAD	3.36	3.23	3.23 - 3.36	null	null	null	null	null	null	-707278.00	0.07	-0.02	null	0.31	null	null	3.22	null	null	null	null	null	null	null	4/8/2016	3.28	null	4:00pm	4:00pm - <b>3.28</b>	null	null	560.92M	null	PREMIER GOLD MINES LTD.	null	null	3.28	null	0.00	10.68	null	-6.82%	0.31%	2.00%	20.79%	98.79%	3.27	2.09	46.86	109.33	null	null	null	0.93	TOR	PG.to	null	null	2.72	524399	3.52	1.65	1.65 - 3.52	PG
null	null	56.43	null	187489	56.25	null	10.30	-0.59	5.70	15.55	-1.31	29.86	null	null	-0.59 - -1.04%	-1.04%	null	CAD	56.92	55.81	55.81 - 56.92	null	null	null	4/15/2016	1.52	2.67	99.61M	2.37	0.70	null	0.18	null	3/29/2016	50.66	null	null	null	null	null	null	null	4/8/2016	56.36	null	4:00pm	4:00pm - <b>56.36</b>	null	null	1.42B	null	PREMIUM BRANDS HOLDINGS CORPORA	null	null	56.75	null	1.10	316.63	null	-2.27%	-1.04%	11.25%	38.09%	112.68%	56.95	5.53	23.78	20.64	null	1.01	null	5.02	TOR	PBH.to	null	null	40.81	90340	57.67	26.50	26.50 - 57.67	PBH
null	null	192.00	null	null	190.06	null	0.00	0.00	null	null	-2.36	0.00	null	null	0.00 - 0.00%	0.00%	null	CAD	194.36	192.00	192.00 - 194.36	null	null	null	null	null	null	null	null	0.00	null	null	null	null	null	null	null	null	null	null	null	null	4/7/2016	192.00	null	3:14pm	3:14pm - <b>192.00</b>	null	null	null	null	PREMIUM BRANDS HLD CORP 5.50 PC	null	null	null	null	0.00	null	null	-1.21%	0.00%	null	null	0.00%	192.00	null	null	null	null	null	null	null	TOR	PBH-DBC.to	null	null	null	62000	194.36	192.00	192.00 - 194.36	PBH.DB.C
null	null	131.00	null	null	124.76	null	0.00	-0.66	null	null	0.00	1.43	null	null	-0.66 - -0.50%	-0.50%	null	CAD	131.00	129.57	129.57 - 131.00	null	null	null	null	null	null	null	null	0.00	null	null	null	null	null	null	null	null	null	null	null	null	4/8/2016	131.00	null	3:59pm	3:59pm - <b>131.00</b>	null	null	null	null	PREMIUM BRANDS HOLDINGS 5.00 PC	null	null	null	null	0.00	null	null	0.00%	-0.50%	null	null	1.10%	131.66	null	null	null	null	null	null	null	TOR	PBH-DBD.to	null	null	null	369000	131.00	129.57	129.57 - 131.00	PBH.DB.D
null	null	5.94	null	10580	5.87	null	0.00	0.17	-1.05	-1.31	-2.85	0.16	null	null	0.17 - 2.95%	2.95%	null	CAD	5.99	5.78	5.78 - 5.99	null	null	null	4/29/2016	0.81	13.94	0.00	null	0.00	null	0.24	null	7/13/2015	6.99	null	null	null	null	null	null	null	4/8/2016	5.94	null	3:56pm	3:56pm - <b>5.94</b>	null	null	null	null	PREMIUM INCOME A	null	null	5.81	null	0.00	null	null	-32.42%	2.95%	-14.98%	-18.05%	2.77%	5.77	null	null	null	null	null	null	0.00	TOR	PIC-A.to	null	null	7.25	9240	8.79	5.78	5.78 - 8.79	PIC.A
null	null	7.90	null	620524	7.80	null	6.61	0.38	0.95	0.60	-1.16	2.27	null	null	0.38 - 5.09%	5.09%	null	CAD	7.95	7.43	7.43 - 7.95	null	null	null	null	null	null	-13.06M	-0.14	-0.03	null	-0.09	null	null	6.89	null	null	null	null	null	null	null	4/8/2016	7.84	null	4:00pm	4:00pm - <b>7.84</b>	null	null	1.13B	null	PRETIUM RESOURCES INC.	null	null	7.45	null	0.00	null	null	-12.89%	5.09%	13.83%	8.21%	40.75%	7.46	1.13	null	46.12	null	null	null	1.26	TOR	PVG.to	null	null	7.24	706801	9.00	5.57	5.57 - 9.00	PVG
null	null	5.89	null	1746	5.40	null	0.00	0.49	0.28	0.23	-2.45	1.58	null	null	0.49 - 9.25%	9.25%	null	CAD	5.79	5.38	5.38 - 5.79	null	null	null	4/8/2016	null	null	0.00	null	0.00	null	0.12	null	3/29/2016	5.51	null	null	null	null	null	null	null	4/8/2016	5.79	null	3:38pm	3:38pm - <b>5.79</b>	null	null	null	null	PRIME DIVIDEND CORP. CL A	null	null	5.38	null	0.00	null	null	-29.73%	9.25%	5.14%	4.08%	37.53%	5.30	null	null	null	null	null	null	0.00	TOR	PDV.to	null	null	5.56	307	8.24	4.21	4.21 - 8.24	PDV
null	null	2.40	null	1373940	2.38	null	3.95	0.01	0.04	-0.52	-3.11	0.46	null	null	0.01 - 0.42%	0.42%	null	CAD	2.47	2.38	2.38 - 2.47	null	null	null	null	0.37	3.40	71.21M	0.04	0.03	null	-0.66	null	null	2.36	null	null	null	null	null	null	null	4/8/2016	2.40	null	4:00pm	4:00pm - <b>2.40</b>	null	null	394.04M	null	PRIMERO MINING CORP	null	null	2.39	null	0.05	null	null	-56.44%	0.42%	1.77%	-17.72%	23.71%	2.39	0.60	60.00	13.33	null	1.35	null	1.26	TOR	P.to	null	null	2.92	749130	5.51	1.94	1.94 - 5.51	P
null	null	83.00	null	null	80.80	null	0.00	0.00	null	null	0.00	0.00	null	null	0.00 - 0.00%	0.00%	null	USD	83.00	83.00	83.00 - 83.00	null	null	null	null	null	null	null	null	0.00	null	null	null	null	null	null	null	null	null	null	null	null	4/8/2016	83.00	null	10:41am	10:41am - <b>83.00</b>	null	null	null	null	PRIMERO MINING CORP. 5.75 PCT D	null	null	null	null	0.00	null	null	0.00%	0.00%	null	null	0.00%	83.00	null	null	null	null	null	null	null	TOR	P-DBV.to	null	null	null	1000	83.00	83.00	83.00 - 83.00	P.DB.V
null	null	0.05	null	73352	0.05	null	0.01	0.00	-0.01	-0.02	-0.07	0.02	null	null	0.00 - 0.00%	0.00%	null	CAD	0.05	0.05	0.05 - 0.05	null	null	null	null	null	null	-1.77M	null	0.00	null	-0.02	null	null	0.06	null	null	null	null	null	null	null	4/7/2016	0.05	null	11:34am	11:34am - <b>0.05</b>	null	null	7.68M	null	PROMIS NEUROSCIENCES INC	null	null	0.05	null	0.00	null	null	-58.33%	0.00%	-18.98%	-26.20%	66.67%	0.05	7.14	null	null	null	65.27	null	0.00	TOR	PMN.to	null	null	0.07	161110	0.12	0.03	0.03 - 0.12	PMN
null	null	3.13	null	2065150	3.11	null	0.21	-0.01	0.14	0.45	-0.49	1.74	null	null	-0.01 - -0.32%	-0.32%	null	CAD	3.18	3.10	3.10 - 3.18	null	null	null	null	null	null	-42.89M	-0.09	-0.03	null	-0.06	null	null	2.99	null	null	null	null	null	null	null	4/8/2016	3.13	null	4:00pm	4:00pm - <b>3.13</b>	null	null	1.82B	null	PROMETIC LIFE SCIENCES INC	null	null	3.15	null	0.00	null	null	-13.54%	-0.32%	4.59%	16.97%	125.18%	3.14	14.74	null	null	null	86.82	null	2.40	TOR	PLI.to	null	null	2.68	572477	3.62	1.39	1.39 - 3.62	PLI
null	null	39.71	null	678127	39.53	null	10.38	-0.43	-0.85	4.18	-2.25	12.71	null	null	-0.43 - -1.07%	-1.07%	null	CAD	40.26	39.61	39.61 - 40.26	null	null	null	4/15/2016	0.68	1.69	480.97M	1.21	0.29	null	1.12	null	3/29/2016	40.56	null	null	null	null	null	null	null	4/8/2016	39.71	null	4:15pm	4:15pm - <b>39.71</b>	null	null	4.32B	null	PROGRESSIVE WASTE SOLUTIONS LTD	null	null	40.20	null	4.46	35.46	null	-5.36%	-1.07%	-2.10%	11.78%	47.07%	40.14	3.87	32.82	28.78	null	2.27	null	1.72	TOR	BIN.to	null	null	35.53	251675	41.96	27.00	27.00 - 41.96	BIN
null	null	2.38	null	26427	2.25	null	0.82	-0.02	-0.18	-0.05	-0.69	0.38	null	null	-0.02 - -0.87%	-0.87%	null	CAD	2.30	2.25	2.25 - 2.30	null	null	null	9/18/2015	0.00	0.00	17.76M	-0.08	-0.02	null	-0.09	null	9/2/2015	2.46	null	null	null	null	null	null	null	4/8/2016	2.28	null	3:57pm	3:57pm - <b>2.28</b>	null	null	128.44M	null	PULSE SEISMIC INC.	null	null	2.30	null	0.00	null	null	-23.23%	-0.87%	-7.24%	-2.23%	20.00%	2.30	2.79	null	15.20	null	5.39	null	178.68	TOR	PSD.to	null	null	2.33	104104	2.97	1.90	1.90 - 2.97	PSD
null	null	0.01	null	583908	0.01	null	0.06	0.00	-0.01	-0.02	-0.06	0.00	null	null	0.00 - 0.00%	0.00%	null	CAD	0.01	0.01	0.01 - 0.01	null	null	null	null	null	null	-2.98M	null	0.00	null	-0.05	null	null	0.02	null	null	null	null	null	null	null	4/8/2016	0.01	null	3:59pm	3:59pm - <b>0.01</b>	null	null	5.13M	null	PROPHECY DEVELOPMENT CORP	null	null	0.01	null	0.00	null	null	-81.25%	0.00%	-28.08%	-51.86%	50.00%	0.01	0.27	null	null	null	null	null	0.10	TOR	PCY.to	null	null	0.03	290264	0.08	0.01	0.01 - 0.08	PCY
null	null	4.89	null	561916	4.88	null	0.00	0.08	0.22	0.42	-0.36	0.79	null	null	0.08 - 1.66%	1.66%	null	CAD	4.89	4.80	4.80 - 4.89	null	null	null	4/15/2016	null	null	0.00	null	0.00	null	null	null	2/25/2016	4.67	null	null	null	null	null	null	null	4/8/2016	4.89	null	4:00pm	4:00pm - <b>4.89</b>	null	null	913.87B	null	PURE INDUSTRIAL REAL ESTATE TRU	null	null	4.83	null	0.00	2.30	null	-6.86%	1.66%	4.63%	9.36%	19.27%	4.81	null	null	null	null	null	null	0.00	TOR	AAR-UN.to	null	null	4.47	667368	5.25	4.10	4.10 - 5.25	AAR.UN
null	null	4.61	null	60014	4.60	null	2.41	0.00	-0.37	-0.28	-3.75	0.80	null	null	0.00 - 0.00%	0.00%	null	CAD	4.76	4.60	4.60 - 4.76	null	null	null	3/31/2016	0.12	2.64	1.29M	0.15	0.06	null	-0.11	null	3/11/2016	4.97	null	null	null	null	null	null	null	4/8/2016	4.60	null	4:00pm	4:00pm - <b>4.60</b>	null	null	242.69M	null	PURE TECHNOLOGIES LTD	null	null	4.61	null	0.61	null	null	-44.91%	0.00%	-7.36%	-5.69%	21.05%	4.60	1.91	30.67	18.40	null	2.40	null	21.60	TOR	PUR.to	null	null	4.88	48930	8.35	3.80	3.80 - 8.35	PUR
null	null	21.64	null	null	21.61	null	0.00	-0.54	21.59	21.59	-8.41	1.59	null	null	-0.54 - -2.44%	-2.44%	null	CAD	21.59	21.59	21.59 - 21.59	null	null	null	null	null	null	null	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	4/8/2016	21.59	null	3:10pm	3:10pm - <b>21.59</b>	null	null	null	null	PURPOSE BEST IDEAS FUND NON HDG	null	null	21.59	null	0.00	null	null	-28.03%	-2.44%	inf%	inf%	7.95%	22.13	null	null	null	null	null	null	null	TOR	PBI-B.to	null	null	0.00	1075	30.00	20.00	20.00 - 30.00	PBI.B
null	null	21.56	null	null	21.51	null	0.00	0.00	23.79	23.79	-6.21	3.79	null	null	0.00 - 0.00%	0.00%	null	CAD	23.79	23.79	23.79 - 23.79	null	null	null	null	null	null	null	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	3/28/2016	23.79	null	10:47am	10:47am - <b>23.79</b>	null	null	null	null	PURPOSE ENHANCED US EQUITY FD N	null	null	null	null	0.00	null	null	-20.70%	0.00%	inf%	inf%	18.95%	23.79	null	null	null	null	null	null	null	TOR	PEU-B.to	null	null	0.00	0	30.00	20.00	20.00 - 30.00	PEU.B
null	null	13.92	null	null	13.88	null	0.00	0.00	13.03	13.03	0.00	0.00	null	null	0.00 - 0.00%	0.00%	null	USD	13.03	13.03	13.03 - 13.03	null	null	null	null	null	null	null	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	3/28/2016	13.03	null	10:47am	10:47am - <b>13.03</b>	null	null	null	null	PWRSHR FTSE RAFI GLOBAL PLUS FD	null	null	null	null	0.00	null	null	0.00%	0.00%	inf%	inf%	0.00%	13.03	null	null	null	null	null	null	null	TOR	PXG-U.to	null	null	0.00	50	13.03	13.03	13.03 - 13.03	PXG.U
null	null	20.51	null	3813	20.28	null	0.00	-0.19	-1.49	-1.92	-2.60	0.96	null	null	-0.19 - -0.92%	-0.92%	null	CAD	20.42	20.42	20.42 - 20.42	null	null	null	null	null	null	null	null	0.00	null	null	null	null	21.91	null	null	null	null	null	null	null	4/8/2016	20.42	null	11:05am	11:05am - <b>20.42</b>	null	null	null	null	PURPOSE TACTICAL HEDGED EQUITY	null	null	20.42	null	0.00	null	null	-11.29%	-0.92%	-6.82%	-8.58%	4.93%	20.61	null	null	null	null	null	null	null	TOR	PHE-B.to	null	null	22.34	100	23.02	19.46	19.46 - 23.02	PHE.B
null	null	88.95	null	null	80.00	null	0.00	0.00	null	null	-23.00	0.00	null	null	0.00 - 0.00%	0.00%	null	CAD	80.00	80.00	80.00 - 80.00	null	null	null	null	null	null	null	null	0.00	null	null	null	null	null	null	null	null	null	null	null	null	4/6/2016	80.00	null	1:58pm	1:58pm - <b>80.00</b>	null	null	null	null	PWC CAPITAL INC 9 PCT SERIES C	null	null	null	null	0.00	null	null	-22.33%	0.00%	null	null	0.00%	80.00	null	null	null	null	null	null	null	TOR	PWC-NTC.to	null	null	null	13000	103.00	80.00	80.00 - 103.00	PWC.NT.C
null	null	0.17	null	15202	0.16	null	-0.02	0.00	0.01	0.02	-0.11	0.06	null	null	0.00 - 0.00%	0.00%	null	CAD	0.19	0.17	0.17 - 0.19	null	null	null	null	1.25	2.60	0.00	0.43	0.00	null	-0.10	null	3/17/2010	0.16	null	null	null	null	null	null	null	4/8/2016	0.17	null	1:58pm	1:58pm - <b>0.17</b>	null	null	7.58M	null	PWC CAPITAL INC	null	null	0.19	null	0.00	null	null	-39.29%	0.00%	3.84%	11.24%	54.55%	0.17	null	null	null	null	0.32	null	0.00	TOR	PWC.to	null	null	0.15	65200	0.28	0.11	0.11 - 0.28	PWC
null	null	100.02	null	null	100.01	null	0.00	0.00	100.00	100.00	0.00	0.00	null	null	0.00 - 0.00%	0.00%	null	USD	100.00	100.00	100.00 - 100.00	null	null	null	null	null	null	null	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	3/28/2016	100.00	null	10:47am	10:47am - <b>100.00</b>	null	null	null	null	PURPOSE US CASH ETF	null	null	null	null	0.00	null	null	0.00%	0.00%	inf%	inf%	0.00%	100.00	null	null	null	null	null	null	null	TOR	PSU-U.to	null	null	0.00	53	100.00	100.00	100.00 - 100.00	PSU.U
null	null	23.16	null	null	22.90	null	0.00	0.00	23.26	23.26	-0.51	12.19	null	null	0.00 - 0.00%	0.00%	null	CAD	23.26	23.26	23.26 - 23.26	null	null	null	null	null	null	null	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	4/4/2016	23.26	null	3:35pm	3:35pm - <b>23.26</b>	null	null	null	null	PURPOSE US DIVIDEND FUND ETF NC	null	null	23.26	null	0.00	null	null	-2.15%	0.00%	inf%	inf%	110.12%	23.26	null	null	null	null	null	null	null	TOR	PUD-B.to	null	null	0.00	50	23.77	11.07	11.07 - 23.77	PUD.B
null	null	2.32	null	4394	2.20	null	2.67	-0.07	-0.65	-1.25	-3.28	0.06	null	null	-0.07 - -3.03%	-3.03%	null	CAD	2.28	2.18	2.18 - 2.28	null	null	null	6/27/2013	0.00	0.00	-25.33M	-0.38	-0.09	null	-0.44	null	6/28/2013	2.89	null	null	null	null	null	null	null	4/8/2016	2.24	null	3:57pm	3:57pm - <b>2.24</b>	null	null	118.33M	null	QLT INC	null	null	2.27	null	0.30	null	null	-59.42%	-3.03%	-22.38%	-35.89%	2.75%	2.31	0.86	null	null	null	null	null	3.51	TOR	QLT.to	null	null	3.49	2900	5.52	2.18	2.18 - 5.52	QLT
null	null	33.80	null	638	33.68	null	3.17	-0.12	0.27	1.00	-2.39	8.51	null	null	-0.12 - -0.35%	-0.35%	null	CAD	33.75	33.75	33.75 - 33.75	null	null	null	4/19/2016	0.14	0.42	1.35B	null	0.00	null	0.33	null	3/22/2016	33.48	null	null	null	null	null	null	null	4/8/2016	33.75	null	11:39am	11:39am - <b>33.75</b>	null	null	4.13B	null	QUEBECOR INC	null	null	33.75	null	0.00	101.35	null	-6.61%	-0.35%	0.82%	3.04%	33.72%	33.87	10.69	null	null	null	1.06	null	0.40	TOR	QBR-A.to	null	null	32.75	200	36.14	25.24	25.24 - 36.14	QBR.A
null	null	0.165	null	177141	0.155	null	-0.004	0.050	0.064	0.085	-0.065	0.105	null	null	0.050 - 43.478%	43.478%	null	CAD	0.170	0.125	0.125 - 0.170	null	null	null	null	null	null	-5.77M	-0.070	0.000	null	-0.090	null	null	0.101	null	null	null	null	null	null	null	4/8/2016	0.165	null	3:59pm	3:59pm - <b>0.165</b>	null	null	14.07M	null	QUEST RARE MINERALS LTD	null	null	0.125	null	0.000	null	null	-28.261%	43.478%	62.675%	105.135%	175.000%	0.115	null	null	null	null	null	null	0.000	TOR	QRM.to	null	null	0.080	1516047	0.230	0.060	0.060 - 0.230	QRM
null	null	33.85	null	309304	33.71	null	3.17	-0.23	0.28	0.98	-2.21	9.20	null	null	-0.23 - -0.68%	-0.68%	null	CAD	34.16	33.60	33.60 - 34.16	null	null	null	4/19/2016	0.14	0.42	1.35B	2.14	0.00	null	0.33	null	3/22/2016	33.49	null	null	null	null	null	null	null	4/8/2016	33.77	null	4:00pm	4:00pm - <b>33.77</b>	null	null	4.14B	null	QUEBECOR INC	null	null	34.16	null	0.00	101.41	null	-6.14%	-0.68%	0.84%	2.99%	37.44%	34.00	10.73	null	null	null	1.06	null	35.14	TOR	QBR-B.to	null	null	32.79	121349	35.98	24.57	24.57 - 35.98	QBR.B
null	null	0.20	null	27068	0.16	null	0.68	0.01	0.01	-0.00	-0.16	0.05	null	null	0.01 - 5.56%	5.56%	null	CAD	0.19	0.17	0.17 - 0.19	null	null	null	null	null	null	12.08M	-0.04	0.00	null	-0.23	null	null	0.18	null	null	null	null	null	null	null	4/8/2016	0.19	null	3:59pm	3:59pm - <b>0.19</b>	null	null	50.34M	null	QUESTERRE ENERGY CORP	null	null	0.19	null	0.00	null	null	-45.71%	5.56%	6.91%	-2.38%	35.71%	0.18	0.27	null	null	null	2.09	null	14.40	TOR	QEC.to	null	null	0.19	204190	0.35	0.14	0.14 - 0.35	QEC
null	null	13.29	null	70	12.65	null	0.00	0.00	-1.09	-0.14	-1.91	1.15	null	null	0.00 - 0.00%	0.00%	null	CAD	12.65	12.65	12.65 - 12.65	null	null	null	12/30/2015	null	null	0.00	null	0.00	null	-0.79	null	12/19/2014	13.74	null	null	null	null	null	null	null	3/28/2016	12.65	null	10:47am	10:47am - <b>12.65</b>	null	null	null	null	RAVENSOURCE FUND	null	null	null	null	0.00	null	null	-13.12%	0.00%	-7.92%	-1.13%	10.00%	12.65	null	null	null	null	null	null	0.00	TOR	RAV-UN.to	null	null	12.79	15	14.56	11.50	11.50 - 14.56	RAV.UN
null	null	16.51	null	null	16.35	null	0.00	0.41	16.49	16.49	-0.03	0.05	null	null	0.41 - 2.55%	2.55%	null	USD	16.52	16.44	16.44 - 16.52	null	null	null	null	null	null	null	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	4/8/2016	16.49	null	3:05pm	3:05pm - <b>16.49</b>	null	null	null	null	RBC QUANT EAFE DIV LEADERS USD	null	null	16.52	null	0.00	null	null	-0.18%	2.55%	inf%	inf%	0.30%	16.08	null	null	null	null	null	null	null	TOR	RID-U.to	null	null	0.00	4747	16.52	16.44	16.44 - 16.52	RID.U
null	null	16.14	null	null	15.83	null	0.00	0.12	15.91	15.91	0.00	0.00	null	null	0.12 - 0.76%	0.76%	null	USD	15.91	15.91	15.91 - 15.91	null	null	null	null	null	null	null	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	4/8/2016	15.91	null	1:50pm	1:50pm - <b>15.91</b>	null	null	null	null	RBC QUANT EUROPEAN DIV LEADERS	null	null	15.91	null	0.00	null	null	0.00%	0.76%	inf%	inf%	0.00%	15.79	null	null	null	null	null	null	null	TOR	RPD-U.to	null	null	0.00	200	15.91	15.91	15.91 - 15.91	RPD.U
null	null	20.12	null	null	20.09	null	0.00	0.00	20.31	20.31	0.00	0.00	null	null	0.00 - 0.00%	0.00%	null	USD	20.31	20.31	20.31 - 20.31	null	null	null	null	null	null	null	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	3/31/2016	20.31	null	12:10pm	12:10pm - <b>20.31</b>	null	null	null	null	RBC QUANT US DIV LEADERS USD ET	null	null	20.31	null	0.00	null	null	0.00%	0.00%	inf%	inf%	0.00%	20.31	null	null	null	null	null	null	null	TOR	RUD-U.to	null	null	0.00	141	20.31	20.31	20.31 - 20.31	RUD.U
null	null	13.65	null	null	13.33	null	0.00	0.00	13.77	13.77	-0.02	0.00	null	null	0.00 - 0.00%	0.00%	null	USD	13.79	13.77	13.77 - 13.79	null	null	null	null	null	null	null	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	3/28/2016	13.77	null	10:47am	10:47am - <b>13.77</b>	null	null	null	null	RBC QUANT EMERGING MKTS DIV LEA	null	null	13.79	null	0.00	null	null	-0.15%	0.00%	inf%	inf%	0.00%	13.77	null	null	null	null	null	null	null	TOR	RXD-U.to	null	null	0.00	129	13.79	13.77	13.77 - 13.79	RXD.U
null	null	14.43	null	null	14.11	null	0.00	0.00	15.30	15.30	0.00	0.00	null	null	0.00 - 0.00%	0.00%	null	USD	15.30	15.30	15.30 - 15.30	null	null	null	null	null	null	null	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	3/28/2016	15.30	null	10:47am	10:47am - <b>15.30</b>	null	null	null	null	RBC QUANT EAFE EQUITY LEADERS E	null	null	null	null	0.00	null	null	0.00%	0.00%	inf%	inf%	0.00%	15.30	null	null	null	null	null	null	null	TOR	RIE-U.to	null	null	0.00	0	15.30	15.30	15.30 - 15.30	RIE.U
null	null	16.09	null	null	15.87	null	0.00	0.00	15.30	15.30	0.00	0.00	null	null	0.00 - 0.00%	0.00%	null	USD	15.30	15.30	15.30 - 15.30	null	null	null	null	null	null	null	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	3/28/2016	15.30	null	10:47am	10:47am - <b>15.30</b>	null	null	null	null	RBC QUANT US EQUITY LEADERS ETF	null	null	null	null	0.00	null	null	0.00%	0.00%	inf%	inf%	0.00%	15.30	null	null	null	null	null	null	null	TOR	RUE-U.to	null	null	0.00	52	15.30	15.30	15.30 - 15.30	RUE.U
null	null	4.49	null	31687	4.39	null	1.54	-0.05	0.23	0.38	-0.10	1.44	null	null	-0.05 - -1.11%	-1.11%	null	CAD	4.51	4.33	4.33 - 4.51	null	null	null	3/3/2016	0.08	1.84	6.01M	0.19	0.05	null	0.24	null	2/17/2016	4.22	null	null	null	null	null	null	null	4/8/2016	4.45	null	3:58pm	3:58pm - <b>4.45</b>	null	null	100.34M	null	RDM CORP	null	null	4.51	null	0.00	18.70	null	-2.20%	-1.11%	5.34%	9.44%	47.84%	4.50	2.93	23.42	21.19	null	4.39	null	0.78	TOR	RC.to	null	null	4.07	62125	4.55	3.01	3.01 - 4.55	RC
null	null	7.97	null	6950	7.81	null	0.00	0.02	0.26	0.23	-2.46	1.21	null	null	0.02 - 0.25%	0.25%	null	CAD	7.92	7.92	7.92 - 7.92	null	null	null	4/15/2016	null	null	0.00	null	0.00	null	null	null	null	7.66	null	null	null	null	null	null	null	4/8/2016	7.92	null	3:44pm	3:44pm - <b>7.92</b>	null	null	38.65B	null	REAL ASSET INCOME AND GROWTH FU	null	null	7.92	null	0.00	null	null	-23.70%	0.25%	3.39%	2.94%	18.03%	7.90	null	null	null	null	null	null	0.00	TOR	RAI-UN.to	null	null	7.69	2023	10.38	6.71	6.71 - 10.38	RAI.UN
null	null	0.050	null	17544	0.040	null	0.164	0.000	-0.008	-0.015	-0.065	0.000	null	null	0.000 - 0.000%	0.000%	null	CAD	0.040	0.035	0.035 - 0.040	null	null	null	null	null	null	-952193.00	null	0.000	null	-0.006	null	null	0.043	null	null	null	null	null	null	null	4/7/2016	0.035	null	12:20pm	12:20pm - <b>0.035</b>	null	null	5.52M	null	REDHAWK RESOURCES INC	null	null	0.040	null	0.000	null	null	-65.000%	0.000%	-19.408%	-30.202%	0.000%	0.035	0.213	null	null	null	null	null	0.460	TOR	RDK.to	null	null	0.050	22000	0.100	0.035	0.035 - 0.100	RDK
null	null	12.25	null	null	12.12	null	0.00	-0.01	12.18	12.18	-1.11	1.32	null	null	-0.01 - -0.08%	-0.08%	null	CAD	12.25	12.12	12.12 - 12.25	null	null	null	4/15/2016	null	null	0.00	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	4/8/2016	12.18	null	3:54pm	3:54pm - <b>12.18</b>	null	null	76.09B	null	REIT INDEXPLUS INCOME FUND	null	null	12.25	null	0.00	null	null	-8.35%	-0.08%	inf%	inf%	12.15%	12.19	null	null	null	null	null	null	0.00	TOR	IDR-UN.to	null	null	0.00	7225	13.29	10.86	10.86 - 13.29	IDR.UN
null	null	2.22	null	348436	2.19	null	0.98	-0.10	0.22	-0.69	-3.02	0.88	null	null	-0.10 - -4.33%	-4.33%	null	CAD	2.25	2.17	2.17 - 2.25	null	null	null	null	null	null	19.57M	0.01	0.01	null	-0.15	null	null	1.99	null	null	null	null	null	null	null	4/8/2016	2.21	null	4:00pm	4:00pm - <b>2.21</b>	null	null	241.19M	null	REDKNEE SOLUTIONS INC.	null	null	2.25	null	18.70	null	null	-57.74%	-4.33%	11.10%	-23.75%	66.17%	2.31	2.37	221.00	13.81	null	1.20	null	10.30	TOR	RKN.to	null	null	2.90	38646	5.23	1.33	1.33 - 5.23	RKN
